mkw2lcs00s180_set180099,"['rt60 1.41s', 'distance 41m']"
mcn3kss00s144_set144065,"['rt60 1.74s', 'distance 39m']"
mss1kpj00s070_set070083,"['rt60 1.64s', 'distance 40m']"
fss3lkh00s028_set028052,"['rt60 1.42s', 'distance 34m']"
fjb3lbh01s076_set076088,"['rt60 0.81s', 'distance 54m']"
mkw3lwc00s091_set091089,"['rt60 1.1s', 'distance 43m']"
fss2lch01s171_set171010,"['rt60 1.43s', 'distance 40m']"
fss2keh01s067_set067079,"['rt60 0.65s', 'distance 50m']"
mkn2ase00s096_set096068,"['rt60 0.87s', 'distance 41m']"
fcn5msh00s168_set168012,"['rt60 1.06s', 'distance 43m']"
fkw2khj02s122_set122017,"['rt60 0.88s', 'distance 37m']"
fss3khj01s086_set086022,"['rt60 0.94s', 'distance 43m']"
fcn3lms00s110_set110097,"['rt60 1.18s', 'distance 51m']"
mcn4ybs00s062_set062038,"['rt60 0.77s', 'distance 40m']"
fss2kkh00s055_set055098,"['rt60 1.25s', 'distance 40m']"
fkn3lni00s182_set182088,"['rt60 0.77s', 'distance 33m']"
mss3khs03s136_set136095,"['rt60 1.12s', 'distance 44m']"
mjn2jiw00s162_set162092,"['rt60 1.06s', 'distance 51m']"
mkn3kog00s032_set032021,"['rt60 1.4s', 'distance 39m']"
fkn4cks00s034_set034040,"['rt60 1.61s', 'distance 46m']"
mjn3sjh01s163_set163020,"['rt60 1.59s', 'distance 33m']"
mcn2sdw00s175_set175056,"['rt60 1.02s', 'distance 41m']"
fjb3kjs02s062_set062096,"['rt60 1.49s', 'distance 35m']"
fcn3cks01s048_set048045,"['rt60 1.48s', 'distance 50m']"
fcn3jsy00s013_set013009,"['rt60 0.77s', 'distance 41m']"
mcn3jsg00s178_set178074,"['rt60 1.39s', 'distance 47m']"
mcn2pms00s131_set131080,"['rt60 0.6s', 'distance 43m']"
fjb3yhs00s012_set012073,"['rt60 0.62s', 'distance 51m']"
fcn4ksj00s038_set038060,"['rt60 1.41s', 'distance 37m']"
fkw1cek00s195_set195040,"['rt60 0.57s', 'distance 44m']"
mss1kpj00s070_set070053,"['rt60 1.71s', 'distance 34m']"
fss4scs00s008_set008042,"['rt60 0.72s', 'distance 43m']"
mkn1kth00s137_set137004,"['rt60 0.58s', 'distance 48m']"
mkw3lji01s191_set191078,"['rt60 1.08s', 'distance 49m']"
fss1ksh02s019_set019057,"['rt60 1.38s', 'distance 50m']"
mkw2jch00s005_set005028,"['rt60 1.15s', 'distance 37m']"
mkw3pks01s149_set149077,"['rt60 1.54s', 'distance 52m']"
mjn3lgs00s171_set171048,"['rt60 1.78s', 'distance 37m']"
mcn3pjg00s038_set038070,"['rt60 1.79s', 'distance 36m']"
mss5ssh01s035_set035072,"['rt60 1.08s', 'distance 45m']"
fjn3psy00s133_set133029,"['rt60 0.62s', 'distance 42m']"
fss3hhy01s070_set070055,"['rt60 1.73s', 'distance 41m']"
fjn1ajh00s174_set174100,"['rt60 0.59s', 'distance 44m']"
mkn2kjs03s027_set027063,"['rt60 0.88s', 'distance 47m']"
fss4sjs00s023_set023103,"['rt60 0.89s', 'distance 51m']"
fjn3pyh00s030_set030062,"['rt60 0.59s', 'distance 44m']"
fcn2kmk00s129_set129045,"['rt60 0.72s', 'distance 47m']"
fjn1nyr00s190_set190005,"['rt60 0.66s', 'distance 33m']"
fkb3leh00s101_set101009,"['rt60 1.22s', 'distance 41m']"
fkw3yhj01s194_set194101,"['rt60 0.75s', 'distance 38m']"
fcn2kjh00s180_set180007,"['rt60 0.7s', 'distance 44m']"
fjb2ljh00s053_set053051,"['rt60 0.94s', 'distance 47m']"
fcb3hkp00s045_set045072,"['rt60 1.02s', 'distance 43m']"
fjn3pmj01s134_set134089,"['rt60 0.91s', 'distance 41m']"
mss3khs03s136_set136090,"['rt60 1.24s', 'distance 33m']"
mss3kjy01s099_set099003,"['rt60 1.79s', 'distance 42m']"
mcn2pms00s131_set131064,"['rt60 1.31s', 'distance 53m']"
mkw3pks01s149_set149054,"['rt60 1.16s', 'distance 40m']"
mcn2jsm00s143_set143056,"['rt60 1.26s', 'distance 37m']"
mkw3jes00s058_set058033,"['rt60 1.21s', 'distance 36m']"
mjn4jha00s031_set031025,"['rt60 0.84s', 'distance 43m']"
fss3hhy01s070_set070033,"['rt60 1.04s', 'distance 42m']"
fkn3kja00s160_set160001,"['rt60 1.29s', 'distance 38m']"
fkn3les01s151_set151019,"['rt60 0.63s', 'distance 50m']"
fcb2kej01s109_set109069,"['rt60 0.79s', 'distance 46m']"
fcn4ljs02s197_set197033,"['rt60 0.55s', 'distance 43m']"
fjb2khy00s083_set083081,"['rt60 1.34s', 'distance 49m']"
mkn2mkn00s123_set123044,"['rt60 1.75s', 'distance 53m']"
fkn4ceh00s189_set189093,"['rt60 1.26s', 'distance 40m']"
mss2lsm00s011_set011032,"['rt60 1.57s', 'distance 53m']"
fkn3bra00s098_set098063,"['rt60 1.69s', 'distance 36m']"
fkw3kcs00s198_set198083,"['rt60 1.1s', 'distance 47m']"
mcn4lbj00s113_set113029,"['rt60 0.67s', 'distance 40m']"
mjn2kgj00s083_set083009,"['rt60 0.56s', 'distance 40m']"
mjn1chs00s198_set198065,"['rt60 0.91s', 'distance 35m']"
fkn2lho00s100_set100007,"['rt60 0.82s', 'distance 39m']"
fkn2kkw00s132_set132103,"['rt60 1.07s', 'distance 41m']"
fjn3kir00s014_set014088,"['rt60 1.59s', 'distance 50m']"
fss3yje00s001_set001028,"['rt60 1.76s', 'distance 42m']"
fcn2les00s079_set079100,"['rt60 1.21s', 'distance 37m']"
mss2bjh00s001_set001099,"['rt60 0.82s', 'distance 47m']"
mss2nsm00s121_set121086,"['rt60 0.78s', 'distance 54m']"
fcn3sem00s162_set162020,"['rt60 0.76s', 'distance 42m']"
mkn3kog00s032_set032030,"['rt60 0.71s', 'distance 41m']"
fcn2kkh01s172_set172093,"['rt60 1.7s', 'distance 40m']"
fkb3ksm00s121_set121029,"['rt60 1.24s', 'distance 48m']"
fkn3yks00s097_set097059,"['rt60 0.76s', 'distance 39m']"
fjn3lbh00s063_set063023,"['rt60 1.47s', 'distance 53m']"
mjn2scg00s090_set090088,"['rt60 1.48s', 'distance 53m']"
fjn3jks00s040_set040059,"['rt60 0.71s', 'distance 42m']"
mss4lyn00s104_set104059,"['rt60 1.54s', 'distance 45m']"
fss1ksh02s019_set019021,"['rt60 0.65s', 'distance 41m']"
mjn3lji00s100_set100001,"['rt60 1.63s', 'distance 38m']"
fss2kkh00s055_set055042,"['rt60 1.45s', 'distance 43m']"
fkb4cys00s069_set069052,"['rt60 0.6s', 'distance 46m']"
fkn3kja00s160_set160043,"['rt60 1.48s', 'distance 38m']"
mkw4cws00s112_set112033,"['rt60 1.04s', 'distance 36m']"
fss2lch01s171_set171080,"['rt60 1.32s', 'distance 37m']"
fjn3jks00s040_set040070,"['rt60 0.85s', 'distance 54m']"
fjb2psj00s064_set064005,"['rt60 1.37s', 'distance 38m']"
fkb4cys00s069_set069050,"['rt60 1.79s', 'distance 41m']"
mjn2jiw00s162_set162091,"['rt60 1.07s', 'distance 37m']"
mcn4ybs00s062_set062010,"['rt60 0.55s', 'distance 40m']"
mkw1ljh01s177_set177053,"['rt60 1.6s', 'distance 36m']"
fjb1shk00s183_set183096,"['rt60 0.84s', 'distance 34m']"
fkb3ksm00s121_set121031,"['rt60 0.72s', 'distance 48m']"
mkw2khr00s050_set050051,"['rt60 0.96s', 'distance 47m']"
fss2ljs01s082_set082024,"['rt60 0.77s', 'distance 37m']"
mjn3lgs00s171_set171075,"['rt60 0.86s', 'distance 37m']"
fkn3bra00s098_set098031,"['rt60 1.26s', 'distance 45m']"
fkw3pes00s185_set185056,"['rt60 1.22s', 'distance 39m']"
mkn4jmc00s166_set166023,"['rt60 1.59s', 'distance 35m']"
fkb4lks00s077_set077053,"['rt60 1.14s', 'distance 45m']"
mjn3sjh01s163_set163026,"['rt60 1.12s', 'distance 37m']"
fss3jmh00s099_set099075,"['rt60 1.42s', 'distance 49m']"
fkb4lhh00s140_set140002,"['rt60 1.22s', 'distance 46m']"
mkn2lkm00s029_set029061,"['rt60 0.56s', 'distance 34m']"
fkn2hsj00s087_set087068,"['rt60 1.01s', 'distance 45m']"
mkw2kds00s044_set044082,"['rt60 1.12s', 'distance 44m']"
mkn2yjs01s079_set079003,"['rt60 1.22s', 'distance 38m']"
fss4lys00s136_set136102,"['rt60 0.96s', 'distance 52m']"
fkb2smj00s059_set059017,"['rt60 1.61s', 'distance 53m']"
fcb1khh01s184_set184098,"['rt60 1.44s', 'distance 40m']"
fss1jys00s022_set022041,"['rt60 0.77s', 'distance 46m']"
mss2ksh03s003_set003079,"['rt60 0.74s', 'distance 61m']"
mkn1kth00s137_set137017,"['rt60 1.48s', 'distance 47m']"
fss2emh00s126_set126089,"['rt60 1.67s', 'distance 48m']"
fss3yjs00s072_set072025,"['rt60 1.23s', 'distance 34m']"
fjb4sye00s080_set080087,"['rt60 1.03s', 'distance 38m']"
fkn3bra00s098_set098089,"['rt60 0.75s', 'distance 49m']"
fss1bjy00s052_set052006,"['rt60 1.36s', 'distance 39m']"
mcn3lhj00s101_set101080,"['rt60 1.07s', 'distance 60m']"
fkn3les01s151_set151097,"['rt60 1.39s', 'distance 39m']"
fkn4ceh00s189_set189019,"['rt60 0.72s', 'distance 44m']"
mcn2hsh02s057_set057031,"['rt60 1.6s', 'distance 41m']"
fss3jmh00s099_set099086,"['rt60 1.52s', 'distance 44m']"
mkn2ljw01s124_set124012,"['rt60 1.78s', 'distance 45m']"
mcn4hny00s187_set187076,"['rt60 1.42s', 'distance 39m']"
mkn4jmc00s166_set166009,"['rt60 1.17s', 'distance 34m']"
fss1bjy00s052_set052046,"['rt60 0.59s', 'distance 40m']"
fss2kwi00s026_set026051,"['rt60 1.22s', 'distance 47m']"
mjn2pjh00s127_set127053,"['rt60 1.03s', 'distance 53m']"
mkn2kkm00s004_set004021,"['rt60 1.56s', 'distance 40m']"
fss2pkh00s094_set094065,"['rt60 1.4s', 'distance 47m']"
fss1jsk00s092_set092034,"['rt60 1.49s', 'distance 48m']"
fkw3lsh00s035_set035074,"['rt60 1.69s', 'distance 49m']"
mkn4pgs00s139_set139099,"['rt60 1.34s', 'distance 40m']"
mkw3pks01s149_set149053,"['rt60 0.75s', 'distance 46m']"
fkw2lch00s047_set047103,"['rt60 1.07s', 'distance 39m']"
mcn3lhj00s101_set101016,"['rt60 1.73s', 'distance 49m']"
fss4sjs00s023_set023038,"['rt60 1.53s', 'distance 40m']"
fss1jys00s022_set022033,"['rt60 1.35s', 'distance 41m']"
mss3csg00s075_set075084,"['rt60 0.67s', 'distance 51m']"
fcn2kjh00s180_set180079,"['rt60 1.23s', 'distance 43m']"
fss2lsy00s146_set146030,"['rt60 1.15s', 'distance 53m']"
fcn3khs02s138_set138058,"['rt60 1.4s', 'distance 37m']"
mss4ybh00s107_set107040,"['rt60 1.66s', 'distance 45m']"
mkw4oys00s119_set119081,"['rt60 1.14s', 'distance 44m']"
mkw4cws00s112_set112038,"['rt60 1.28s', 'distance 40m']"
mcn3rhm00s151_set151083,"['rt60 1.27s', 'distance 43m']"
fjb4cbs00s173_set173058,"['rt60 1.08s', 'distance 54m']"
mss2hsc00s064_set064082,"['rt60 1.49s', 'distance 34m']"
fss2kjs01s037_set037052,"['rt60 0.64s', 'distance 33m']"
mjn2scg00s090_set090075,"['rt60 1.1s', 'distance 42m']"
mkn3jyg00s073_set073031,"['rt60 1.67s', 'distance 39m']"
mcn3shm00s130_set130099,"['rt60 1.72s', 'distance 42m']"
fcn5msh00s168_set168002,"['rt60 1.79s', 'distance 59m']"
mkn2kcy00s069_set069007,"['rt60 1.54s', 'distance 49m']"
fss2keh01s067_set067001,"['rt60 1.17s', 'distance 41m']"
fss3kmh01s084_set084080,"['rt60 1.25s', 'distance 38m']"
mss2ksh05s065_set065063,"['rt60 0.63s', 'distance 35m']"
fss1bjy00s052_set052096,"['rt60 0.91s', 'distance 33m']"
mcn2ojs00s176_set176102,"['rt60 1.7s', 'distance 46m']"
fss2lsy00s146_set146032,"['rt60 0.55s', 'distance 46m']"
fcn3lci00s118_set118058,"['rt60 0.66s', 'distance 35m']"
fkb2smj00s059_set059076,"['rt60 1.56s', 'distance 48m']"
fkn3kja00s160_set160075,"['rt60 1.71s', 'distance 38m']"
fcn3hhs00s089_set089079,"['rt60 1.07s', 'distance 48m']"
fcn4pkh01s142_set142043,"['rt60 0.97s', 'distance 47m']"
mss4hcy00s021_set021042,"['rt60 1.66s', 'distance 52m']"
fkn1pjm00s017_set017004,"['rt60 1.58s', 'distance 42m']"
fcn3cks01s048_set048030,"['rt60 0.9s', 'distance 40m']"
mcn3ksj01s042_set042038,"['rt60 1.4s', 'distance 34m']"
mss1kpj00s070_set070033,"['rt60 1.73s', 'distance 41m']"
mjn4jha00s031_set031060,"['rt60 1.37s', 'distance 44m']"
mjn2hks01s102_set102085,"['rt60 1.73s', 'distance 57m']"
mkw4hym00s199_set199059,"['rt60 1.3s', 'distance 36m']"
mkw3jsm01s200_set200042,"['rt60 1.13s', 'distance 50m']"
mjn2jiw00s162_set162002,"['rt60 1.4s', 'distance 40m']"
fcn3hys00s093_set093025,"['rt60 1.53s', 'distance 39m']"
mcn3jsj00s040_set040064,"['rt60 0.75s', 'distance 44m']"
mss2psj01s061_set061035,"['rt60 1.5s', 'distance 34m']"
fcn1sjr00s192_set192090,"['rt60 1.65s', 'distance 56m']"
fjb2ssh00s102_set102010,"['rt60 1.47s', 'distance 41m']"
fss3yjs00s072_set072075,"['rt60 1.21s', 'distance 37m']"
mkw3hse00s159_set159104,"['rt60 0.71s', 'distance 37m']"
fjn2jms00s150_set150091,"['rt60 1.33s', 'distance 42m']"
mss3jhs00s093_set093098,"['rt60 1.69s', 'distance 46m']"
fcb2kej01s109_set109024,"['rt60 1.72s', 'distance 42m']"
fjn2jhj01s152_set152083,"['rt60 0.74s', 'distance 40m']"
mcn2lds00s135_set135081,"['rt60 1.13s', 'distance 50m']"
mjn3kbs00s169_set169101,"['rt60 1.04s', 'distance 48m']"
mss2pgy00s066_set066094,"['rt60 1.5s', 'distance 40m']"
fjn3ksa00s049_set049085,"['rt60 0.96s', 'distance 45m']"
fcn4yyo00s181_set181069,"['rt60 0.89s', 'distance 51m']"
fkb4lks00s077_set077017,"['rt60 1.61s', 'distance 41m']"
mkn3kog00s032_set032038,"['rt60 1.79s', 'distance 37m']"
mcn3ldi00s028_set028008,"['rt60 0.92s', 'distance 45m']"
mss2ksh03s003_set003068,"['rt60 1.43s', 'distance 58m']"
mss2ksh05s065_set065082,"['rt60 1.77s', 'distance 43m']"
fss3sjw00s096_set096032,"['rt60 1.41s', 'distance 48m']"
mjn2kcs01s056_set056084,"['rt60 1.17s', 'distance 48m']"
fkn2jsy01s033_set033091,"['rt60 1.53s', 'distance 46m']"
fkw2lch00s047_set047071,"['rt60 1.71s', 'distance 36m']"
mss4lyn00s104_set104081,"['rt60 1.19s', 'distance 37m']"
fjn3kyo00s119_set119087,"['rt60 0.76s', 'distance 49m']"
mcn4aib00s197_set197005,"['rt60 1.08s', 'distance 46m']"
mjn4lys01s158_set158101,"['rt60 0.84s', 'distance 47m']"
mjn2ljy00s196_set196072,"['rt60 1.61s', 'distance 38m']"
mss2ksh05s065_set065075,"['rt60 1.01s', 'distance 48m']"
fkn1syl00s178_set178042,"['rt60 1.3s', 'distance 44m']"
mcn2pms00s131_set131098,"['rt60 0.93s', 'distance 49m']"
mss4ybh00s107_set107068,"['rt60 1.62s', 'distance 50m']"
fss1bjy00s052_set052091,"['rt60 1.23s', 'distance 33m']"
mcn2jsm00s143_set143088,"['rt60 1.06s', 'distance 42m']"
fss3lkh00s028_set028037,"['rt60 1.66s', 'distance 56m']"
fkn3kse00s041_set041063,"['rt60 0.83s', 'distance 55m']"
fcn4lsd00s007_set007020,"['rt60 1.28s', 'distance 44m']"
mkn2kkm00s004_set004035,"['rt60 0.56s', 'distance 39m']"
fjn3pyh00s030_set030048,"['rt60 1.17s', 'distance 50m']"
fkn3hej00s104_set104009,"['rt60 1.69s', 'distance 46m']"
mss4ybh00s107_set107078,"['rt60 1.44s', 'distance 43m']"
mss2kjy00s002_set002005,"['rt60 1.68s', 'distance 34m']"
fss3sjw00s096_set096061,"['rt60 0.55s', 'distance 48m']"
fkn4lms02s186_set186023,"['rt60 1.65s', 'distance 37m']"
fss4yhj00s060_set060057,"['rt60 0.84s', 'distance 33m']"
mkn1kth00s137_set137059,"['rt60 1.15s', 'distance 37m']"
fss3yhs01s027_set027066,"['rt60 1.03s', 'distance 34m']"
fss1bjk00s021_set021099,"['rt60 0.67s', 'distance 39m']"
fjn2jhj01s152_set152080,"['rt60 1.72s', 'distance 44m']"
mjn5kcr00s106_set106009,"['rt60 1.69s', 'distance 45m']"
fss2kmj01s066_set066016,"['rt60 0.71s', 'distance 53m']"
fjb1sjh00s103_set103062,"['rt60 0.88s', 'distance 40m']"
fcn4yyo00s181_set181091,"['rt60 1.66s', 'distance 34m']"
mss2ksh03s003_set003094,"['rt60 1.35s', 'distance 40m']"
fcn3lms00s110_set110063,"['rt60 0.81s', 'distance 45m']"
mjn2jss00s068_set068103,"['rt60 0.52s', 'distance 44m']"
mkw3jes00s058_set058056,"['rt60 1.11s', 'distance 40m']"
mcn2ojp00s049_set049053,"['rt60 0.93s', 'distance 36m']"
fkn2lho00s100_set100070,"['rt60 0.86s', 'distance 40m']"
fss3yje00s001_set001015,"['rt60 1.36s', 'distance 48m']"
mss2shy01s067_set067103,"['rt60 1.33s', 'distance 44m']"
mkn3jip00s034_set034059,"['rt60 1.53s', 'distance 34m']"
mjn5kwg00s155_set155039,"['rt60 0.72s', 'distance 40m']"
fss1bjy00s052_set052034,"['rt60 0.78s', 'distance 35m']"
mkw4ljg00s190_set190053,"['rt60 1.68s', 'distance 39m']"
fkb3lkh01s161_set161070,"['rt60 0.59s', 'distance 46m']"
fjb2psj00s064_set064036,"['rt60 0.53s', 'distance 37m']"
mss1lch02s008_set008048,"['rt60 1.67s', 'distance 38m']"
fcn4jbs00s042_set042035,"['rt60 1.27s', 'distance 41m']"
fkn2jsy01s033_set033061,"['rt60 0.77s', 'distance 57m']"
mkw2kds00s044_set044051,"['rt60 0.68s', 'distance 48m']"
mkn4jmg00s077_set077066,"['rt60 1.77s', 'distance 41m']"
fcb5ash00s157_set157064,"['rt60 1.22s', 'distance 51m']"
fkw1cek00s195_set195039,"['rt60 1.77s', 'distance 38m']"
fss2kmj01s066_set066085,"['rt60 1.28s', 'distance 34m']"
mcn5jgs00s117_set117016,"['rt60 1.08s', 'distance 38m']"
mkw3pks01s149_set149031,"['rt60 1.64s', 'distance 38m']"
fjb4sjo00s145_set145001,"['rt60 0.6s', 'distance 34m']"
fss2pkh00s094_set094002,"['rt60 1.31s', 'distance 39m']"
mkn1kth00s137_set137069,"['rt60 1.58s', 'distance 44m']"
fcb3hkp00s045_set045051,"['rt60 0.66s', 'distance 49m']"
mkw3jsm01s200_set200038,"['rt60 1.29s', 'distance 47m']"
mkn3kty00s132_set132046,"['rt60 0.72s', 'distance 37m']"
fcn3lmk00s131_set131071,"['rt60 1.66s', 'distance 42m']"
mkn3lgn00s051_set051055,"['rt60 0.91s', 'distance 43m']"
mss2msi00s122_set122043,"['rt60 1.68s', 'distance 42m']"
fss1jys00s022_set022046,"['rt60 1.15s', 'distance 36m']"
mkn3kjh03s161_set161079,"['rt60 1.37s', 'distance 38m']"
fcn4jbs00s042_set042081,"['rt60 1.06s', 'distance 46m']"
fkw1kke00s196_set196040,"['rt60 1.7s', 'distance 41m']"
fss1jys00s022_set022021,"['rt60 1.14s', 'distance 58m']"
mss2pug00s007_set007070,"['rt60 1.36s', 'distance 37m']"
mss4kyc00s041_set041040,"['rt60 1.58s', 'distance 51m']"
fss1bjy00s052_set052064,"['rt60 0.63s', 'distance 45m']"
fcn1khj03s179_set179065,"['rt60 0.84s', 'distance 43m']"
mkn4pgs00s139_set139010,"['rt60 1.11s', 'distance 40m']"
mcn5jgs00s117_set117032,"['rt60 1.79s', 'distance 47m']"
fcn1sjr00s192_set192039,"['rt60 0.57s', 'distance 37m']"
mcn3ksy00s026_set026089,"['rt60 1.48s', 'distance 40m']"
mjn2jyg01s141_set141045,"['rt60 1.66s', 'distance 48m']"
mss3kyk00s140_set140088,"['rt60 1.49s', 'distance 40m']"
fss2emh00s126_set126031,"['rt60 1.19s', 'distance 42m']"
mcn2ojp00s049_set049039,"['rt60 0.5s', 'distance 37m']"
fcn3sio00s088_set088007,"['rt60 0.82s', 'distance 44m']"
fjn4cos00s011_set011038,"['rt60 1.74s', 'distance 42m']"
mjn3kbs01s173_set173085,"['rt60 0.73s', 'distance 52m']"
mss4ksb00s098_set098089,"['rt60 0.7s', 'distance 53m']"
mjn4jha00s031_set031031,"['rt60 0.95s', 'distance 40m']"
fss3khj01s086_set086012,"['rt60 1.51s', 'distance 43m']"
mjn3lwt00s172_set172082,"['rt60 1.08s', 'distance 43m']"
fss3yjs00s072_set072060,"['rt60 0.55s', 'distance 37m']"
mjn1chs00s198_set198022,"['rt60 0.6s', 'distance 36m']"
mcn3jsg00s178_set178026,"['rt60 0.9s', 'distance 40m']"
mcn3ykj00s033_set033082,"['rt60 0.68s', 'distance 40m']"
mss2lsm00s011_set011099,"['rt60 1.75s', 'distance 39m']"
mss2nsm00s121_set121073,"['rt60 1.19s', 'distance 40m']"
fss2kjs00s032_set032063,"['rt60 1.12s', 'distance 40m']"
mkw1shg00s184_set184022,"['rt60 0.84s', 'distance 47m']"
fss4scs00s008_set008088,"['rt60 1.34s', 'distance 42m']"
fss3kmh00s015_set015011,"['rt60 0.53s', 'distance 35m']"
fjb1sjh00s103_set103048,"['rt60 1.51s', 'distance 49m']"
fjb3kmy00s074_set074018,"['rt60 1.44s', 'distance 38m']"
fkb3lkh01s161_set161026,"['rt60 1.02s', 'distance 59m']"
fkb3ksm00s121_set121013,"['rt60 0.78s', 'distance 42m']"
mcn3ksj02s116_set116032,"['rt60 1.48s', 'distance 38m']"
mjn2kcs01s056_set056081,"['rt60 1.12s', 'distance 50m']"
fkw3hhy00s039_set039015,"['rt60 0.56s', 'distance 38m']"
fjn3kyo00s119_set119100,"['rt60 1.39s', 'distance 43m']"
mjn2kcs01s056_set056090,"['rt60 1.07s', 'distance 44m']"
mss4eks00s017_set017097,"['rt60 0.79s', 'distance 45m']"
mkw3lbc00s023_set023036,"['rt60 1.51s', 'distance 52m']"
fjn4csh00s164_set164055,"['rt60 1.55s', 'distance 49m']"
fss2emh00s126_set126058,"['rt60 1.79s', 'distance 38m']"
mss1bsc00s012_set012087,"['rt60 1.27s', 'distance 36m']"
fkw2jyj00s108_set108011,"['rt60 0.6s', 'distance 36m']"
fkn3lms01s113_set113056,"['rt60 1.14s', 'distance 40m']"
mkn2htw00s134_set134027,"['rt60 0.97s', 'distance 34m']"
fss3yjs00s072_set072082,"['rt60 0.94s', 'distance 49m']"
mjn3sjh01s163_set163065,"['rt60 1.06s', 'distance 38m']"
fkw2khj02s122_set122018,"['rt60 1.68s', 'distance 37m']"
fcn1hje00s199_set199053,"['rt60 0.62s', 'distance 53m']"
fkn2jjs00s051_set051093,"['rt60 1.55s', 'distance 41m']"
fss1jys00s022_set022025,"['rt60 1.08s', 'distance 35m']"
fkn3bra00s098_set098070,"['rt60 1.69s', 'distance 43m']"
mkn2kcy00s069_set069004,"['rt60 1.01s', 'distance 42m']"
mss2pgy00s066_set066100,"['rt60 1.28s', 'distance 44m']"
fss2kmj01s066_set066092,"['rt60 0.65s', 'distance 51m']"
mss2ocs00s138_set138090,"['rt60 0.72s', 'distance 43m']"
mjn4kbh00s108_set108030,"['rt60 0.77s', 'distance 44m']"
mss1kkm01s129_set129053,"['rt60 0.6s', 'distance 44m']"
fjn1nyr00s190_set190075,"['rt60 1.54s', 'distance 36m']"
fkb3leh00s101_set101050,"['rt60 1.65s', 'distance 35m']"
mkw2kjh01s054_set054086,"['rt60 1.19s', 'distance 55m']"
mcn1lch04s193_set193020,"['rt60 0.69s', 'distance 45m']"
mss3kjy01s099_set099009,"['rt60 1.32s', 'distance 47m']"
mjn1chs00s198_set198023,"['rt60 1.52s', 'distance 37m']"
mcn2jih00s186_set186103,"['rt60 1.61s', 'distance 44m']"
fss1kej00s068_set068086,"['rt60 0.87s', 'distance 37m']"
fss4lys00s136_set136025,"['rt60 0.67s', 'distance 37m']"
fss2ljk00s024_set024037,"['rt60 1.64s', 'distance 41m']"
fcn3ljs00s081_set081047,"['rt60 1.12s', 'distance 42m']"
mcn3sgs00s036_set036021,"['rt60 1.08s', 'distance 39m']"
fjb4cbs00s173_set173045,"['rt60 0.89s', 'distance 51m']"
mkn4csw00s060_set060002,"['rt60 0.54s', 'distance 42m']"
fkn2ley00s124_set124025,"['rt60 0.6s', 'distance 43m']"
fjn3pbk00s135_set135103,"['rt60 0.6s', 'distance 41m']"
fss5mjs00s057_set057081,"['rt60 0.98s', 'distance 39m']"
fcn1sjr00s192_set192050,"['rt60 1.4s', 'distance 35m']"
mkn3njm00s133_set133005,"['rt60 1.15s', 'distance 39m']"
fjb3cks02s105_set105068,"['rt60 0.99s', 'distance 51m']"
mss3cgh00s164_set164086,"['rt60 0.56s', 'distance 46m']"
fcn3sem00s162_set162003,"['rt60 1.44s', 'distance 46m']"
fkn4shy00s193_set193080,"['rt60 0.94s', 'distance 51m']"
fkn2jjs00s051_set051058,"['rt60 1.65s', 'distance 42m']"
mkn4pgs00s139_set139081,"['rt60 0.83s', 'distance 40m']"
mjn1hjw00s118_set118083,"['rt60 1.05s', 'distance 39m']"
mjn4ahs00s145_set145025,"['rt60 0.92s', 'distance 46m']"
mjn2ljy00s196_set196099,"['rt60 0.61s', 'distance 33m']"
fjb4jho00s091_set091034,"['rt60 0.78s', 'distance 40m']"
fjn3pmj01s134_set134004,"['rt60 1.79s', 'distance 49m']"
fss3yje00s001_set001033,"['rt60 1.43s', 'distance 37m']"
fss2kmj01s066_set066089,"['rt60 1.6s', 'distance 57m']"
mss2bjh00s001_set001047,"['rt60 0.66s', 'distance 38m']"
mkn3kty00s132_set132089,"['rt60 1.72s', 'distance 37m']"
mkn2ase00s096_set096082,"['rt60 1.23s', 'distance 38m']"
mss4hcy00s021_set021074,"['rt60 0.84s', 'distance 44m']"
mkw1shg00s184_set184062,"['rt60 0.51s', 'distance 38m']"
fkw2jyj00s108_set108024,"['rt60 0.84s', 'distance 33m']"
fcn3lmk00s131_set131068,"['rt60 1.14s', 'distance 37m']"
fcn2lhs00s176_set176092,"['rt60 1.01s', 'distance 51m']"
mss1kkm01s129_set129072,"['rt60 0.55s', 'distance 49m']"
fss1bjk00s021_set021049,"['rt60 1.03s', 'distance 38m']"
mcn2lyj00s142_set142072,"['rt60 1.31s', 'distance 50m']"
fss3pks00s029_set029064,"['rt60 1.36s', 'distance 41m']"
fss3pyj00s191_set191102,"['rt60 0.72s', 'distance 38m']"
mjn2jiw00s162_set162081,"['rt60 1.31s', 'distance 35m']"
mcn3sgs00s036_set036083,"['rt60 1.26s', 'distance 42m']"
mss4lsw00s045_set045089,"['rt60 1.26s', 'distance 33m']"
fss3pyj00s191_set191069,"['rt60 1.46s', 'distance 43m']"
fkw3lsh00s035_set035098,"['rt60 1.79s', 'distance 35m']"
fss2hyj00s036_set036077,"['rt60 0.99s', 'distance 53m']"
fss2hyj00s036_set036017,"['rt60 1.71s', 'distance 42m']"
mjn3phs02s047_set047064,"['rt60 1.57s', 'distance 39m']"
fkw1kke00s196_set196097,"['rt60 1.47s', 'distance 33m']"
